"Title","Name","Role"
"Falling for Mala","Pitipol Ybarra","Director"
"Falling for Mala","Aislinn Derbez","Actor"
"Falling for Mala","Mauricio Ochmann","Actor"
"Falling for Mala","Aurora Papile","Actor"
"Falling for Mala","Luis Arrieta","Actor"
"Falling for Mala","Daniela Schmidt","Actor"
