"Title","Name","Role"
"For Love or Money","Barry Sonnenfeld","Director"
"For Love or Money","Michael J. Fox","Doug Ireland"
"For Love or Money","Gabrielle Anwar","Andy Hart"
"For Love or Money","Anthony Higgins","Christian Hanover"
"For Love or Money","Michael Tucker","Harry Wegman"
"For Love or Money","Bob Balaban","Ed Drinkwater"
