"Title","Name","Role"
"Glitter","Vondie Curtis Hall","Director"
"Glitter","Mariah Carey","Billie Frank"
"Glitter","Maxton Beesley","Julian Dice"
"Glitter","Da Brat","Louise"
"Glitter","Tia Texada","Roxanne"
"Glitter","Valarie Pettiford","Lillian Frank"
