"Title","Name","Role"
"Big Fish","Tim Burton","Director"
"Big Fish","Ewan McGregor","Young Edward Bloom"
"Big Fish","Albert Finney","Edward Bloom"
"Big Fish","Billy Crudup","Will Bloom"
"Big Fish","Jessica Lange","Sandra Bloom"
"Big Fish","Helena Bonham Carter","Jenny"
