"Title","Name","Role"
"Son of Monarchs","Alexis Gambis","Director"
"Son of Monarchs","Paulina Gaitán","Brisa"
"Son of Monarchs","William Mapother","Bob"
"Son of Monarchs","Tenoch Huerta","Mendel"
"Son of Monarchs","Electra Avellán","Lucia"
"Son of Monarchs","Alexia Rasmussen","Sarah"
