"Title","Name","Role"
"Who's Minding the Store?","Frank Tashlin","Director"
"Who's Minding the Store?","Jerry Lewis","Norman Phiffier"
"Who's Minding the Store?","Jill St. John","Barbara Tuttle"
"Who's Minding the Store?","Agnes Moorehead","Mrs. Phoebe Tuttle"
"Who's Minding the Store?","John McGiver","Mr. John P. Tuttle"
"Who's Minding the Store?","Ray Walston","Mr. Quimby"
