"Title","Name","Role"
"Dancing at Lughnasa","Pat O'Connor","Director"
"Dancing at Lughnasa","Meryl Streep","Kate 'Kit' Mundy"
"Dancing at Lughnasa","Michael Gambon","Father Jack Mundy"
"Dancing at Lughnasa","Catherine McCormack","Christina Mundy"
"Dancing at Lughnasa","Kathy Burke","Maggie Mundy"
"Dancing at Lughnasa","Sophie Thompson","Rose Mundy"
