"Title","Name","Role"
"Fascination","Klaus Menzel","Director"
"Fascination","Jacqueline Bisset","Maureen Doherty"
"Fascination","Adam Garcia","Scott Doherty"
"Fascination","Alice Evans","Kelly Vance"
"Fascination","James Naughton","Patrick Doherty"
"Fascination","Stuart Wilson","Oliver Vance"
