"Title","Name","Role"
"The Last Metro","François Truffaut","Director"
"The Last Metro","Catherine Deneuve","Marion Steiner"
"The Last Metro","Gérard Depardieu","Bernard Granger"
"The Last Metro","Jean Poiret","Jean-Loup Cottins"
"The Last Metro","Heinz Bennent","Lucas Steiner"
"The Last Metro","Andréa Ferréol","Arlette Guillaume"
