"Title","Name","Role"
"Roman J. Israel, Esq.","Dan Gilroy","Director"
"Roman J. Israel, Esq.","Denzel Washington","Roman J. Israel, Esq."
"Roman J. Israel, Esq.","Colin Farrell","George Pierce"
"Roman J. Israel, Esq.","Carmen Ejogo","Maya Alston"
"Roman J. Israel, Esq.","Lynda Gravatt","Vernita Wells"
"Roman J. Israel, Esq.","Amanda Warren","Lynn Jackson"
