"Title","Name","Role"
"Blood on the Moon","Robert Wise","Director"
"Blood on the Moon","Robert Mitchum","Jim Garry"
"Blood on the Moon","Barbara Bel Geddes","Amy Lufton"
"Blood on the Moon","Robert Preston","Tate Riling"
"Blood on the Moon","Walter Brennan","Kris Barden"
"Blood on the Moon","Phyllis Thaxter","Carol Lufton"
