"Title","Name","Role"
"The Set-Up","Robert Wise","Director"
"The Set-Up","Robert Ryan","Stoker"
"The Set-Up","Audrey Totter","Julie"
"The Set-Up","George Tobias","Tiny"
"The Set-Up","Alan Baxter","Little Boy"
"The Set-Up","Wallace Ford","Gus"
