"Title","Name","Role"
"Triple 9","John Hillcoat","Director"
"Triple 9","Casey Affleck","Chris Allen"
"Triple 9","Chiwetel Ejiofor","Terrell Tompkins"
"Triple 9","Anthony Mackie","Marcus Belmont"
"Triple 9","Aaron Paul","Gabe Welch"
"Triple 9","Clifton Collins Jr.","Jorge Rodriguez"
