"Title","Name","Role"
"We Own the Night","James Gray","Director"
"We Own the Night","Joaquin Phoenix","Bobby Green"
"We Own the Night","Mark Wahlberg","Joseph Grusinsky"
"We Own the Night","Eva Mendes","Amada Juarez"
"We Own the Night","Robert Duvall","Bert Grusinsky"
"We Own the Night","Antoni Corone","Michael Solo"
