"Title","Name","Role"
"A Nightmare on Elm Street","Wes Craven","Director"
"A Nightmare on Elm Street","John Saxon","Lt. Thompson"
"A Nightmare on Elm Street","Ronee Blakley","Marge Thompson"
"A Nightmare on Elm Street","Heather Langenkamp","Nancy Thompson"
"A Nightmare on Elm Street","Amanda Wyss","Tina Grey"
"A Nightmare on Elm Street","Johnny Depp","Glen Lantz"
