"Title","Name","Role"
"Mr. Blandings Builds His Dream House","H. C. Potter","Director"
"Mr. Blandings Builds His Dream House","Cary Grant","Jim Blandings"
"Mr. Blandings Builds His Dream House","Myrna Loy","Muriel Blandings"
"Mr. Blandings Builds His Dream House","Melvyn Douglas","Bill Cole"
"Mr. Blandings Builds His Dream House","Reginald Denny","Simms"
"Mr. Blandings Builds His Dream House","Sharyn Moffett","Joan Blandings"
