"Title","Name","Role"
"The Cemetery Club","Bill Duke","Director"
"The Cemetery Club","Ellen Burstyn","Esther Moskowitz"
"The Cemetery Club","Olympia Dukakis","Doris Silverman"
"The Cemetery Club","Diane Ladd","Lucille Rubin"
"The Cemetery Club","Danny Aiello","Ben Katz"
"The Cemetery Club","Lainie Kazan","Selma"
