"Title","Name","Role"
"People Will Talk","Joseph L. Mankiewicz","Director"
"People Will Talk","Cary Grant","Dr. Noah Praetorius"
"People Will Talk","Jeanne Crain","Deborah Higgins"
"People Will Talk","Finlay Currie","Shunderson"
"People Will Talk","Walter Slezak","Prof. Barker"
"People Will Talk","Hume Cronyn","Prof. Rodney Elwell"
