"Title","Name","Role"
"Beverly Hills Cop III","John Landis","Director"
"Beverly Hills Cop III","Eddie Murphy","Det. Axel Foley"
"Beverly Hills Cop III","Judge Reinhold","Det. Sgt. William 'Billy' Rosewood"
"Beverly Hills Cop III","Héctor Elizondo","Jon Flint"
"Beverly Hills Cop III","Timothy Carhart","Ellis De Wald"
"Beverly Hills Cop III","Stephen McHattie","Steve Fulbright"
