"Title","Name","Role"
"Gentleman's Agreement","Elia Kazan","Director"
"Gentleman's Agreement","Gregory Peck","Philip Schuyler 'Phil' Green"
"Gentleman's Agreement","Dorothy McGuire","Kathy Lacey"
"Gentleman's Agreement","John Garfield","Dave Goldman"
"Gentleman's Agreement","Celeste Holm","Anne Dettrey"
"Gentleman's Agreement","Anne Revere","Mrs. Green"
