"Title","Name","Role"
"Youth in Revolt","Miguel Arteta","Director"
"Youth in Revolt","Michael Cera","Nick Twisp"
"Youth in Revolt","Portia Doubleday","Sheeni Saunders"
"Youth in Revolt","Jean Smart","Estelle Twisp"
"Youth in Revolt","Steve Buscemi","George Twisp"
"Youth in Revolt","Zach Galifianakis","Jerry"
