"Title","Name","Role"
"A Bronx Tale","Robert De Niro","Director"
"A Bronx Tale","Robert De Niro","Lorenzo Anello"
"A Bronx Tale","Chazz Palminteri","Sonny LoSpecchio"
"A Bronx Tale","Lillo Brancato","Calogero 'C' Anello, age 17"
"A Bronx Tale","Francis Capra","Calogero 'C' Anello, age 9"
"A Bronx Tale","Taral Hicks","Jane Williams"
