"Title","Name","Role"
"Cat on a Hot Tin Roof","Richard Brooks","Director"
"Cat on a Hot Tin Roof","Elizabeth Taylor","Maggie Pollitt"
"Cat on a Hot Tin Roof","Paul Newman","Brick Pollitt"
"Cat on a Hot Tin Roof","Burl Ives","Harvey ""Big Daddy"" Pollitt"
"Cat on a Hot Tin Roof","Jack Carson","Gooper Pollitt"
"Cat on a Hot Tin Roof","Judith Anderson","Ida ""Big Momma"" Pollitt"
