"Title","Name","Role"
"The Producers","Susan Stroman","Director"
"The Producers","Nathan Lane","Max Bialystock"
"The Producers","Matthew Broderick","Leo Bloom"
"The Producers","Uma Thurman","Ulla"
"The Producers","Will Ferrell","Franz Liebkind"
"The Producers","Gary Beach","Roger De Bris"
