"Title","Name","Role"
"New Jack City","Mario Van Peebles","Director"
"New Jack City","Wesley Snipes","Nino Brown"
"New Jack City","Ice-T","Scotty Appleton"
"New Jack City","Judd Nelson","Nick Peretti"
"New Jack City","Mario Van Peebles","Stone"
"New Jack City","Allen Payne","Gee Money"
