"Title","Name","Role"
"Warcraft","Duncan Jones","Director"
"Warcraft","Travis Fimmel","Anduin Lothar"
"Warcraft","Paula Patton","Garona"
"Warcraft","Ben Foster","Medivh"
"Warcraft","Dominic Cooper","Llane Wrynn"
"Warcraft","Toby Kebbell","Durotan"
