"Title","Name","Role"
"I Was a Male War Bride","Howard Hawks","Director"
"I Was a Male War Bride","Cary Grant","Capt. Henri Rochard"
"I Was a Male War Bride","Ann Sheridan","Lt. Catherine Gates"
"I Was a Male War Bride","Marion Marshall","Lt. Kitty Lawrence"
"I Was a Male War Bride","Randy Stuart","Lt. Eloise Billings"
"I Was a Male War Bride","Bill Neff","Capt. Jack Ramsey"
