"Title","Name","Role"
"Cheech & Chong's Nice Dreams","Tommy Chong","Director"
"Cheech & Chong's Nice Dreams","Cheech Marin","Cheech"
"Cheech & Chong's Nice Dreams","Tommy Chong","Chong"
"Cheech & Chong's Nice Dreams","Stacy Keach","The Sarge Stedanko"
"Cheech & Chong's Nice Dreams","Evelyn Guerrero","Donna"
"Cheech & Chong's Nice Dreams","Timothy Leary","Self"
