"Title","Name","Role"
"Blood Work","Clint Eastwood","Director"
"Blood Work","Clint Eastwood","Terry McCaleb"
"Blood Work","Jeff Daniels","Buddy Noone"
"Blood Work","Anjelica Huston","Dr. Bonnie Fox"
"Blood Work","Wanda De Jesus","Graciela Rivers"
"Blood Work","Tina Lifford","Jaye Winston"
