"Title","Name","Role"
"The Trip","Roger Corman","Director"
"The Trip","Peter Fonda","Paul Groves"
"The Trip","Susan Strasberg","Sally Groves"
"The Trip","Bruce Dern","John"
"The Trip","Dennis Hopper","Max"
"The Trip","Salli Sachse","Glenn"
