"Title","Name","Role"
"Hard Target","John Woo","Director"
"Hard Target","Jean-Claude Van Damme","Chance Boudreaux"
"Hard Target","Lance Henriksen","Emil Fouchon"
"Hard Target","Arnold Vosloo","Pik van Cleef"
"Hard Target","Yancy Butler","Natasha `'Nat'` Binder"
"Hard Target","Kasi Lemmons","Det. Marie Mitchell"
