"Title","Name","Role"
"The Great Gatsby","Jack Clayton","Director"
"The Great Gatsby","Robert Redford","Jay Gatsby"
"The Great Gatsby","Mia Farrow","Daisy Buchanan"
"The Great Gatsby","Sam Waterston","Nick Carraway"
"The Great Gatsby","Bruce Dern","Tom Buchanan"
"The Great Gatsby","Lois Chiles","Jordan Baker"
