"Title","Name","Role"
"8 1/2 Women","Peter Greenaway","Director"
"8 1/2 Women","John Standing","Philip Emmenthal"
"8 1/2 Women","Matthew Delamere","Storey Emmenthal"
"8 1/2 Women","Vivian Wu","Kito"
"8 1/2 Women","Shizuka Inoh","Simato"
"8 1/2 Women","Barbara Sarafian","Clothilde"
