"Title","Name","Role"
"Dead Man on Campus","Alan Cohn","Director"
"Dead Man on Campus","Tom Everett Scott","Josh Miller"
"Dead Man on Campus","Mark-Paul Gosselaar","Cooper Frederickson"
"Dead Man on Campus","Poppy Montgomery","Rachel Gillmore"
"Dead Man on Campus","Lochlyn Munro","Clifford 'Cliff' O'Malley"
"Dead Man on Campus","Randy Pearlstein","Buckley Schrank"
