"Title","Name","Role"
"The LEGO Batman Movie","Chris McKay","Director"
"The LEGO Batman Movie","Will Arnett","Batman"
"The LEGO Batman Movie","Michael Cera","Robin"
"The LEGO Batman Movie","Rosario Dawson","Batgirl"
"The LEGO Batman Movie","Ralph Fiennes","Alfred Pennyworth"
"The LEGO Batman Movie","Siri","'Puter"
