"Title","Name","Role"
"Blood and Sand","Rouben Mamoulian","Director"
"Blood and Sand","Tyrone Power","Juan"
"Blood and Sand","Linda Darnell","Carmen Espinosa"
"Blood and Sand","Rita Hayworth","Dona Sol"
"Blood and Sand","Alla Nazimova","Senora Augustias"
"Blood and Sand","Anthony Quinn","Manolo de Palma"
