"Title","Name","Role"
"Slumber Party Massacre III","Sally Mattison","Director"
"Slumber Party Massacre III","Keely Christian","Jackie Cassidy"
"Slumber Party Massacre III","Brittain Frye","Ken"
"Slumber Party Massacre III","Michael Harris","Morgan"
"Slumber Party Massacre III","David Greenlee","Duncan"
"Slumber Party Massacre III","Lulu Wilson","Juliette"
