"Title","Name","Role"
"John Doe: Vigilante","Kelly Dolen","Director"
"John Doe: Vigilante","Jamie Bamber","John Doe"
"John Doe: Vigilante","Daniel Lissing","Jake"
"John Doe: Vigilante","Lachy Hulme","Ken Rutherford"
"John Doe: Vigilante","Paul O'Brien","Officer J. Callahan"
"John Doe: Vigilante","Sam Parsonson","Murray Wills"
