"Title","Name","Role"
"Golden Gate","John Madden","Director"
"Golden Gate","Matt Dillon","Agent Kevin David Walker"
"Golden Gate","Joan Chen","Marilyn Song"
"Golden Gate","Bruno Kirby","Agent Ron Pirelli"
"Golden Gate","Teri Polo","Cynthia"
"Golden Gate","Tzi Ma","Chen Jung Song"
