"Title","Name","Role"
"An Extremely Goofy Movie","Douglas McCarthy","Director"
"An Extremely Goofy Movie","Bill Farmer","Goofy"
"An Extremely Goofy Movie","Jason Marsden","Max Goof"
"An Extremely Goofy Movie","Rob Paulsen","P.J. Pete"
"An Extremely Goofy Movie","Pauly Shore","Bobby Zimmeruski"
"An Extremely Goofy Movie","Jim Cummings","Pete"
