"Title","Name","Role"
"Alice Adams","George Stevens","Director"
"Alice Adams","Katharine Hepburn","Alice Adams"
"Alice Adams","Fred MacMurray","Arthur Russell"
"Alice Adams","Fred Stone","Virgil Adams"
"Alice Adams","Evelyn Venable","Mildred ""Georgette"" Palmer"
"Alice Adams","Frank Albertson","Walter Adams"
