"Title","Name","Role"
"The Discreet Charm of the Bourgeoisie","Luis Buñuel","Director"
"The Discreet Charm of the Bourgeoisie","Fernando Rey","Don Rafael"
"The Discreet Charm of the Bourgeoisie","Delphine Seyrig","Mme Thevenot"
"The Discreet Charm of the Bourgeoisie","Stéphane Audran","Alice Senechal (as Stephane Audran)"
"The Discreet Charm of the Bourgeoisie","Jean-Pierre Cassel","M. Senechal"
"The Discreet Charm of the Bourgeoisie","Paul Frankeur","M. Thevenot"
