"Title","Name","Role"
"The Rugrats Movie","Igor Kovalyov","Director"
"The Rugrats Movie","Norton Virgien","Director"
"The Rugrats Movie","E.G. Daily","Tommy Pickles"
"The Rugrats Movie","Christine Cavanaugh","Chuckie Finster"
"The Rugrats Movie","Kath Soucie","Phillip DeVille"
"The Rugrats Movie","Cheryl Chase","Angelica Pickles"
