"Title","Name","Role"
"Brighton Beach Memoirs","Gene Saks","Director"
"Brighton Beach Memoirs","Blythe Danner","Kate"
"Brighton Beach Memoirs","Jonathan Silverman","Eugene Morris Jerome"
"Brighton Beach Memoirs","Judith Ivey","Blanche"
"Brighton Beach Memoirs","Stacey Glick","Laurie"
"Brighton Beach Memoirs","Lisa Waltz","Nora"
