"Title","Name","Role"
"The Etruscan Smile","Oded Binnun","Director"
"The Etruscan Smile","Mihal Brezis","Director"
"The Etruscan Smile","Brian Cox","Rory MacNeil"
"The Etruscan Smile","Rosanna Arquette","Claudia"
"The Etruscan Smile","Tim Matheson","Weiss"
"The Etruscan Smile","Thora Birch","Emily"
