"Title","Name","Role"
"Cold in July","Jim Mickle","Director"
"Cold in July","Michael C. Hall","Richard Dane"
"Cold in July","Sam Shepard","Ben Russell"
"Cold in July","Vinessa Shaw","Ann Dane"
"Cold in July","Don Johnson","Jim Bob Luke"
"Cold in July","Nick Damici","Ray Price"
