"Title","Name","Role"
"Lenny","Bob Fosse","Director"
"Lenny","Dustin Hoffman","Lenny Bruce"
"Lenny","Valerie Perrine","Honey Bruce"
"Lenny","Jan Miner","Sally Marr"
"Lenny","Stanley Beck","Artie Silver"
"Lenny","Gary Morton","Sherman Hart"
