"Title","Name","Role"
"The Skeleton Key","Iain Softley","Director"
"The Skeleton Key","Kate Hudson","Caroline Ellis"
"The Skeleton Key","Gena Rowlands","Violet Devereaux"
"The Skeleton Key","John Hurt","Ben Devereaux"
"The Skeleton Key","Peter Sarsgaard","Luke"
"The Skeleton Key","Joy Bryant","Jill"
