"Title","Name","Role"
"Moscow Does Not Believe in Tears","Vladimir Menshov","Director"
"Moscow Does Not Believe in Tears","Vera Alentova","Katerina ""Katia"" Tikhomirova"
"Moscow Does Not Believe in Tears","Irina Muravyova","Lyudmila Gurina"
"Moscow Does Not Believe in Tears","Raisa Ryazanova","Antonina"
"Moscow Does Not Believe in Tears","Aleksey Batalov","Georgi"
"Moscow Does Not Believe in Tears","Juri Wassiliev","Rodion ""Rudolph"" Rachkov"
