"Title","Name","Role"
"Hot Shots! Part Deux","Jim Abrahams","Director"
"Hot Shots! Part Deux","Charlie Sheen","Topper Harley"
"Hot Shots! Part Deux","Lloyd Bridges","Tug Benson"
"Hot Shots! Part Deux","Valeria Golino","Ramada Rodham Hayman"
"Hot Shots! Part Deux","Richard Crenna","Col. Denton Walters"
"Hot Shots! Part Deux","Brenda Bakke","Michelle Rodham Huddleston"
