"Title","Name","Role"
"The Best of Me","Michael Hoffman","Director"
"The Best of Me","Michelle Monaghan","Amanda"
"The Best of Me","James Marsden","Dawson"
"The Best of Me","Luke Bracey","Younger Dawson"
"The Best of Me","Liana Liberato","Young Amanda"
"The Best of Me","Gerald McRaney","Tuck"
