"Title","Name","Role"
"The Knack... and How to Get It","Richard Lester","Director"
"The Knack... and How to Get It","Rita Tushingham","Nancy Jones"
"The Knack... and How to Get It","Ray Brooks","Tolen"
"The Knack... and How to Get It","Michael Crawford","Colin"
"The Knack... and How to Get It","Donal Donnelly","Tom"
"The Knack... and How to Get It","William Dexter","Dress Shop Owner"
