"Title","Name","Role"
"Sand Castle","Fernando Coimbra","Director"
"Sand Castle","Nicholas Hoult","Private Matt Ocre"
"Sand Castle","Henry Cavill","Corporal Syverson"
"Sand Castle","Glen Powell","Sergeant Chutsky"
"Sand Castle","Beau Knapp","Sergeant Burton"
"Sand Castle","Logan Marshall-Green","Sergeant Harper"
