"Title","Name","Role"
"The Purge: Anarchy","James DeMonaco","Director"
"The Purge: Anarchy","Frank Grillo","Leo"
"The Purge: Anarchy","Carmen Ejogo","Eva"
"The Purge: Anarchy","Zach Gilford","Shane"
"The Purge: Anarchy","Kiele Sanchez","Liz"
"The Purge: Anarchy","Michael Kenneth Williams","Carmelo"
