"Title","Name","Role"
"Monsters and Men","Reinaldo Marcus Green","Director"
"Monsters and Men","John David Washington","Dennis"
"Monsters and Men","Anthony Ramos","Manny"
"Monsters and Men","Kelvin Harrison Jr.","Zyrick"
"Monsters and Men","Chanté Adams","Zoe"
"Monsters and Men","Jasmine Cephas Jones","Marisol"
