"Title","Name","Role"
"You Won't Be Alone","Goran Stolevski","Director"
"You Won't Be Alone","Noomi Rapace","Bosilka"
"You Won't Be Alone","Anamaria Marinca","Maria"
"You Won't Be Alone","Alice Englert","Biliana"
"You Won't Be Alone","Carloto Cotta","Boris"
"You Won't Be Alone","Félix Maritaud","Yovan"
