"Title","Name","Role"
"The Jimmy Show","Frank Whaley","Director"
"The Jimmy Show","Frank Whaley","Jimmy O'Brien"
"The Jimmy Show","Carla Gugino","Annie"
"The Jimmy Show","Ethan Hawke","Ray"
"The Jimmy Show","Lynn Cohen","Ruth"
"The Jimmy Show","Jillian Stacom","Wendy"
