"Title","Name","Role"
"Two for the Road","Stanley Donen","Director"
"Two for the Road","Audrey Hepburn","Joanna Wallace"
"Two for the Road","Albert Finney","Mark Wallace"
"Two for the Road","Eleanor Bron","Cathy Manchester"
"Two for the Road","William Daniels","Howard Manchester"
"Two for the Road","Claude Dauphin","Maurice Dalbret"
