"Title","Name","Role"
"Mister America","Eric Notarnicola","Director"
"Mister America","Tim Heidecker","Self"
"Mister America","Gregg Turkington","Self"
"Mister America","Terri Parks","Toni Newman"
"Mister America","Curtis Webster","Judge Edward Szymczyk"
"Mister America","Don Pecchia","Vincent Rosetti"
