"Title","Name","Role"
"Screwed","Scott Alexander","Director"
"Screwed","Larry Karaszewski","Director"
"Screwed","Norm Macdonald","Willard Fillmore"
"Screwed","Dave Chappelle","Rusty P. Hayes"
"Screwed","Elaine Stritch","Virginia Crock"
"Screwed","Danny DeVito","Grover Cleaver"
