"Title","Name","Role"
"In This World","Michael Winterbottom","Director"
"In This World","Jamal Udin Torabi","Jamal"
"In This World","Enayatullah","Enayat"
"In This World","Imran Paracha","Travel Agent (Pakistan)"
"In This World","Hiddayatullah","Enayat's Brother (Pakistan)"
"In This World","Allah Bauhsh","Farid (Pakistan)"
