"Title","Name","Role"
"Swept Away","Guy Ritchie","Director"
"Swept Away","Madonna","Amber"
"Swept Away","Adriano Giannini","Giuseppe"
"Swept Away","Jeanne Tripplehorn","Marina"
"Swept Away","Bruce Greenwood","Tony"
"Swept Away","Elizabeth Banks","Debi"
