"Title","Name","Role"
"The Private Lives of Pippa Lee","Rebecca Miller","Director"
"The Private Lives of Pippa Lee","Robin Wright","Pippa Lee"
"The Private Lives of Pippa Lee","Keanu Reeves","Chris"
"The Private Lives of Pippa Lee","Alan Arkin","Herb Lee"
"The Private Lives of Pippa Lee","Julianne Moore","Kat"
"The Private Lives of Pippa Lee","Winona Ryder","Sandra Dulles"
