"Title","Name","Role"
"Up the Academy","Robert Downey Sr.","Director"
"Up the Academy","Ron Leibman","Major Vaughn Liceman"
"Up the Academy","Wendell Brown","Ike"
"Up the Academy","Tom Citera","Hash"
"Up the Academy","J. Hutchinson","Oliver"
"Up the Academy","Ralph Macchio","Chooch"
